trial_num,image_label,category,type,image_type,has_question,Image_Index,Image_Name,Filler_Index,Block,Part
1,C1_S1,1.0,study,target,False,Filler-4584,,,2,study
2,C1_S6,1.0,study,target,False,Target-270,,,2,study
3,C1_S19,1.0,study,target,False,Target-328,,,2,study
4,C1_S9,1.0,study,target,False,Filler-3235,,,2,study
5,C1_S8,1.0,study,target,False,Filler-2942,,,2,study
6,C1_S14,1.0,study,target,False,Filler-3184,,,2,study
7,C1_S16,1.0,study,target,False,Filler-6507,,,2,study
8,C1_S2,1.0,study,target,False,Filler-4579,,,2,study
9,C1_S17,1.0,study,target,False,Filler-4558,,,2,study
10,C1_S18,1.0,study,target,False,Filler-7154,,,2,study
11,C1_S11,1.0,study,target,False,Filler-4845,,,2,study
12,C1_S3,1.0,study,target,False,Filler-5327,,,2,study
13,C1_S4,1.0,study,target,False,Filler-3739,,,2,study
14,C1_S7,1.0,study,target,False,Filler-1571,,,2,study
15,C1_S5,1.0,study,target,False,Filler-6355,,,2,study
16,C1_S15,1.0,study,target,False,Filler-6979,,,2,study
17,C1_S13,1.0,study,target,False,Filler-1159,,,2,study
18,C1_S20,1.0,study,target,False,Filler-1664,,,2,study
19,C1_S12,1.0,study,target,False,Filler-561,,,2,study
20,C1_S10,1.0,study,target,False,Filler-7629,,,2,study
21,F1,,study,filler,True,fillers_images/nonhuman8.jpg,nonhuman8.jpg,1.0,2,study
22,C1_S26,1.0,study,target,False,Filler-4743,,,2,study
23,C1_S29,1.0,study,target,False,Filler-3056,,,2,study
24,C2_S10,2.0,study,target,False,Target-2120,,,2,study
25,C2_S8,2.0,study,target,False,Filler-3337,,,2,study
26,C2_S7,2.0,study,target,False,Filler-1699,,,2,study
27,C1_S28,1.0,study,target,False,Filler-2451,,,2,study
28,C1_S30,1.0,study,target,False,Filler-4631,,,2,study
29,C1_S24,1.0,study,target,False,Filler-6873,,,2,study
30,C2_S4,2.0,study,target,False,Filler-6235,,,2,study
31,C1_S21,1.0,study,target,False,Filler-1106,,,2,study
32,C2_S3,2.0,study,target,False,Filler-7089,,,2,study
33,C2_S9,2.0,study,target,False,Filler-2755,,,2,study
34,C1_S23,1.0,study,target,False,Filler-7963,,,2,study
35,C1_S22,1.0,study,target,False,Target-2130,,,2,study
36,C2_S1,2.0,study,target,False,Filler-7093,,,2,study
37,C2_S6,2.0,study,target,False,Filler-4419,,,2,study
38,C2_S5,2.0,study,target,False,Filler-4476,,,2,study
39,C2_S2,2.0,study,target,False,Target-100,,,2,study
40,C1_S25,1.0,study,target,False,Filler-3195,,,2,study
41,C1_S27,1.0,study,target,False,Filler-512,,,2,study
42,F2,,study,filler,True,fillers_images/nonhuman1.jpg,nonhuman1.jpg,2.0,2,study
43,C2_S30,2.0,study,target,False,Target-409,,,2,study
44,C2_S26,2.0,study,target,False,Filler-7418,,,2,study
45,C2_S12,2.0,study,target,False,Filler-5741,,,2,study
46,C2_S22,2.0,study,target,False,Filler-2262,,,2,study
47,C2_S27,2.0,study,target,False,Filler-839,,,2,study
