trial_num,image_label,category,type,image_type,has_question,Image_Index,Image_Name,Filler_Index,Block,Part
1,C1_S8,1.0,study,target,False,Target-270,,,3,study
2,C1_S9,1.0,study,target,False,Filler-6369,,,3,study
3,C1_S6,1.0,study,target,False,Filler-376,,,3,study
4,C1_S16,1.0,study,target,False,Filler-3739,,,3,study
5,C1_S7,1.0,study,target,False,Target-1380,,,3,study
6,C1_S12,1.0,study,target,False,Filler-3235,,,3,study
7,C1_S10,1.0,study,target,False,Filler-6043,,,3,study
8,C1_S1,1.0,study,target,False,Filler-6355,,,3,study
9,C1_S19,1.0,study,target,False,Filler-6873,,,3,study
10,C1_S3,1.0,study,target,False,Filler-2340,,,3,study
11,C1_S4,1.0,study,target,False,Target-549,,,3,study
12,C1_S5,1.0,study,target,False,Target-583,,,3,study
13,C1_S11,1.0,study,target,False,Target-1235,,,3,study
14,C1_S17,1.0,study,target,False,Filler-4879,,,3,study
15,C1_S2,1.0,study,target,False,Filler-7588,,,3,study
16,C1_S15,1.0,study,target,False,Target-2048,,,3,study
17,C1_S18,1.0,study,target,False,Filler-4558,,,3,study
18,C1_S20,1.0,study,target,False,Filler-137,,,3,study
19,C1_S13,1.0,study,target,False,Filler-4319,,,3,study
20,C1_S14,1.0,study,target,False,Target-609,,,3,study
21,F1,,study,filler,True,fillers_images/nonhuman13.jpg,nonhuman13.jpg,1.0,3,study
22,C1_S29,1.0,study,target,False,Target-1234,,,3,study
23,C1_S28,1.0,study,target,False,Filler-6342,,,3,study
24,C2_S10,2.0,study,target,False,Filler-1625,,,3,study
25,C2_S8,2.0,study,target,False,Target-1122,,,3,study
26,C1_S22,1.0,study,target,False,Filler-2239,,,3,study
27,C2_S4,2.0,study,target,False,Filler-826,,,3,study
28,C1_S25,1.0,study,target,False,Filler-3773,,,3,study
29,C1_S26,1.0,study,target,False,Filler-7648,,,3,study
30,C2_S1,2.0,study,target,False,Filler-1587,,,3,study
31,C1_S24,1.0,study,target,False,Filler-1473,,,3,study
32,C2_S3,2.0,study,target,False,Target-1973,,,3,study
33,C1_S23,1.0,study,target,False,Filler-4893,,,3,study
34,C2_S7,2.0,study,target,False,Filler-5831,,,3,study
35,C1_S30,1.0,study,target,False,Filler-4743,,,3,study
36,C2_S6,2.0,study,target,False,Filler-774,,,3,study
37,C2_S5,2.0,study,target,False,Filler-7713,,,3,study
38,C2_S2,2.0,study,target,False,Filler-7840,,,3,study
39,C1_S21,1.0,study,target,False,Target-332,,,3,study
40,C2_S9,2.0,study,target,False,Filler-6050,,,3,study
41,C1_S27,1.0,study,target,False,Filler-1805,,,3,study
42,F2,,study,filler,True,fillers_images/nonhuman15.jpg,nonhuman15.jpg,2.0,3,study
43,C2_S22,2.0,study,target,False,Filler-1324,,,3,study
44,C2_S19,2.0,study,target,False,Filler-1552,,,3,study
45,C2_S28,2.0,study,target,False,Filler-2138,,,3,study
46,C2_S29,2.0,study,target,False,Filler-4372,,,3,study
47,C2_S25,2.0,study,target,False,Filler-4738,,,3,study
48,C2_S12,2.0,study,target,False,Filler-4658,,,3,study
49,C2_S30,2.0,study,target,False,Filler-1569,,,3,study
50,C2_S15,2.0,study,target,False,Filler-2477,,,3,study
51,C2_S26,2.0,study,target,False,Filler-3636,,,3,study
52,C2_S16,2.0,study,target,False,Target-673,,,3,study
53,C2_S14,2.0,study,target,False,Filler-6565,,,3,study
54,C2_S18,2.0,study,target,False,Filler-696,,,3,study
55,C2_S20,2.0,study,target,False,Filler-5058,,,3,study
56,C2_S23,2.0,study,target,False,Filler-7633,,,3,study
57,C2_S13,2.0,study,target,False,Filler-2539,,,3,study
58,C2_S11,2.0,study,target,False,Filler-7194,,,3,study
59,C2_S17,2.0,study,target,False,Filler-4697,,,3,study
60,C2_S21,2.0,study,target,False,Target-2174,,,3,study
61,C2_S27,2.0,study,target,False,Filler-748,,,3,study
62,C2_S24,2.0,study,target,False,Filler-6727,,,3,study
63,F3,,study,filler,True,fillers_images/nonhuman4.jpg,nonhuman4.jpg,3.0,3,study
64,C3_S11,3.0,study,target,False,Filler-6771,,,3,study
65,C3_S20,3.0,study,target,False,Target-708,,,3,study
66,C3_S13,3.0,study,target,False,Target-1941,,,3,study
67,C3_S7,3.0,study,target,False,Filler-5890,,,3,study
68,C3_S8,3.0,study,target,False,Filler-5409,,,3,study
69,C3_S19,3.0,study,target,False,Filler-4011,,,3,study
70,C3_S17,3.0,study,target,False,Filler-1654,,,3,study
71,C3_S18,3.0,study,target,False,Target-947,,,3,study
72,C3_S9,3.0,study,target,False,Filler-2643,,,3,study
