trial_num,image_label,category,type,image_type,has_question,Image_Index,Image_Name,Filler_Index,Block,Part
1,C1_S12,1.0,study,target,False,Filler-6140,,,3,study
2,C1_S6,1.0,study,target,False,Filler-2626,,,3,study
3,C1_S15,1.0,study,target,False,Filler-6214,,,3,study
4,C1_S3,1.0,study,target,False,Filler-6369,,,3,study
5,C1_S7,1.0,study,target,False,Target-1395,,,3,study
6,C1_S11,1.0,study,target,False,Filler-5327,,,3,study
7,C1_S20,1.0,study,target,False,Filler-3449,,,3,study
8,C1_S17,1.0,study,target,False,Target-121,,,3,study
9,C1_S14,1.0,study,target,False,Target-1854,,,3,study
10,C1_S5,1.0,study,target,False,Target-1140,,,3,study
11,C1_S9,1.0,study,target,False,Filler-1161,,,3,study
12,C1_S10,1.0,study,target,False,Filler-5418,,,3,study
13,C1_S1,1.0,study,target,False,Target-1436,,,3,study
14,C1_S2,1.0,study,target,False,Filler-6311,,,3,study
15,C1_S16,1.0,study,target,False,Filler-3056,,,3,study
16,C1_S18,1.0,study,target,False,Filler-5580,,,3,study
17,C1_S8,1.0,study,target,False,Filler-1859,,,3,study
18,C1_S4,1.0,study,target,False,Filler-738,,,3,study
19,C1_S19,1.0,study,target,False,Target-1591,,,3,study
20,C1_S13,1.0,study,target,False,Filler-5543,,,3,study
21,F1,,study,filler,True,fillers_images/nonhuman13.jpg,nonhuman13.jpg,1.0,3,study
22,C2_S5,2.0,study,target,False,Target-452,,,3,study
23,C2_S3,2.0,study,target,False,Filler-3551,,,3,study
24,C1_S24,1.0,study,target,False,Target-177,,,3,study
25,C1_S23,1.0,study,target,False,Filler-409,,,3,study
26,C2_S1,2.0,study,target,False,Filler-7633,,,3,study
27,C2_S2,2.0,study,target,False,Filler-1943,,,3,study
28,C2_S9,2.0,study,target,False,Filler-4658,,,3,study
29,C1_S29,1.0,study,target,False,Target-274,,,3,study
30,C2_S6,2.0,study,target,False,Filler-292,,,3,study
31,C1_S22,1.0,study,target,False,Filler-5507,,,3,study
32,C1_S30,1.0,study,target,False,Filler-2340,,,3,study
33,C2_S10,2.0,study,target,False,Filler-4697,,,3,study
34,C1_S25,1.0,study,target,False,Filler-3195,,,3,study
35,C1_S26,1.0,study,target,False,Filler-6979,,,3,study
36,C1_S21,1.0,study,target,False,Target-328,,,3,study
37,C2_S4,2.0,study,target,False,Filler-7343,,,3,study
38,C1_S28,1.0,study,target,False,Filler-170,,,3,study
39,C1_S27,1.0,study,target,False,Filler-6752,,,3,study
40,C2_S7,2.0,study,target,False,Filler-873,,,3,study
41,C2_S8,2.0,study,target,False,Target-1665,,,3,study
42,F2,,study,filler,True,fillers_images/nonhuman15.jpg,nonhuman15.jpg,2.0,3,study
43,C2_S18,2.0,study,target,False,Filler-696,,,3,study
44,C2_S11,2.0,study,target,False,Filler-7187,,,3,study
45,C2_S30,2.0,study,target,False,Filler-2667,,,3,study
46,C2_S27,2.0,study,target,False,Filler-6644,,,3,study
47,C2_S25,2.0,study,target,False,Filler-2794,,,3,study
48,C2_S22,2.0,study,target,False,Target-1107,,,3,study
49,C2_S12,2.0,study,target,False,Target-2174,,,3,study
50,C2_S29,2.0,study,target,False,Filler-2262,,,3,study
51,C2_S16,2.0,study,target,False,Target-1973,,,3,study
52,C2_S13,2.0,study,target,False,Filler-7220,,,3,study
53,C2_S17,2.0,study,target,False,Target-409,,,3,study
54,C2_S20,2.0,study,target,False,Filler-1862,,,3,study
55,C2_S24,2.0,study,target,False,Filler-2862,,,3,study
56,C2_S21,2.0,study,target,False,Filler-1699,,,3,study
57,C2_S14,2.0,study,target,False,Filler-5137,,,3,study
58,C2_S15,2.0,study,target,False,Filler-6444,,,3,study
59,C2_S28,2.0,study,target,False,Filler-7460,,,3,study
60,C2_S19,2.0,study,target,False,Target-1637,,,3,study
61,C2_S26,2.0,study,target,False,Filler-4372,,,3,study
62,C2_S23,2.0,study,target,False,Target-302,,,3,study
63,F3,,study,filler,True,fillers_images/nonhuman4.jpg,nonhuman4.jpg,3.0,3,study
64,C3_S14,3.0,study,target,False,Filler-3859,,,3,study
65,C3_S12,3.0,study,target,False,Filler-2844,,,3,study
66,C3_S19,3.0,study,target,False,Target-1928,,,3,study
67,C3_S6,3.0,study,target,False,Filler-6119,,,3,study
68,C3_S15,3.0,study,target,False,Filler-7341,,,3,study
69,C3_S7,3.0,study,target,False,Filler-7145,,,3,study
70,C3_S10,3.0,study,target,False,Filler-6950,,,3,study
71,C3_S9,3.0,study,target,False,Target-726,,,3,study
72,C3_S8,3.0,study,target,False,Filler-2090,,,3,study
73,C3_S1,3.0,study,target,False,Target-1164,,,3,study
74,C3_S5,3.0,study,target,False,Filler-4299,,,3,study
75,C3_S11,3.0,study,target,False,Filler-7092,,,3,study
76,C3_S13,3.0,study,target,False,Filler-1477,,,3,study
77,C3_S18,3.0,study,target,False,Target-1764,,,3,study
78,C3_S4,3.0,study,target,False,Target-1025,,,3,study
79,C3_S20,3.0,study,target,False,Filler-7264,,,3,study
80,C3_S16,3.0,study,target,False,Target-203,,,3,study
81,C3_S3,3.0,study,target,False,Target-1051,,,3,study
82,C3_S2,3.0,study,target,False,Target-989,,,3,study
83,C3_S17,3.0,study,target,False,Filler-2315,,,3,study
84,F4,,study,filler,True,fillers_images/nonhuman9.jpg,nonhuman9.jpg,4.0,3,study
85,C4_S4,4.0,study,target,False,Filler-4216,,,3,study
86,C3_S28,3.0,study,target,False,Filler-4922,,,3,study
87,C3_S24,3.0,study,target,False,Filler-7707,,,3,study
88,C4_S2,4.0,study,target,False,Filler-2089,,,3,study
89,C3_S21,3.0,study,target,False,Target-1079,,,3,study
90,C4_S8,4.0,study,target,False,Filler-7721,,,3,study
91,C3_S26,3.0,study,target,False,Filler-1231,,,3,study
92,C4_S9,4.0,study,target,False,Filler-4339,,,3,study
93,C4_S5,4.0,study,target,False,Target-809,,,3,study
94,C3_S23,3.0,study,target,False,Target-1050,,,3,study
95,C3_S25,3.0,study,target,False,Filler-3670,,,3,study
96,C3_S29,3.0,study,target,False,Target-830,,,3,study
97,C4_S10,4.0,study,target,False,Filler-2937,,,3,study
98,C3_S22,3.0,study,target,False,Filler-7960,,,3,study
99,C4_S7,4.0,study,target,False,Filler-1624,,,3,study
100,C4_S6,4.0,study,target,False,Filler-3813,,,3,study
101,C3_S27,3.0,study,target,False,Filler-251,,,3,study
102,C4_S3,4.0,study,target,False,Filler-7863,,,3,study
103,C3_S30,3.0,study,target,False,Filler-7894,,,3,study
104,C4_S1,4.0,study,target,False,Target-1608,,,3,study
105,F5,,study,filler,True,fillers_images/nonhuman10.jpg,nonhuman10.jpg,5.0,3,study
106,C4_S12,4.0,study,target,False,Filler-3682,,,3,study
107,C4_S17,4.0,study,target,False,Target-781,,,3,study
108,C4_S21,4.0,study,target,False,Filler-7597,,,3,study
109,C4_S13,4.0,study,target,False,Filler-5363,,,3,study
110,C4_S28,4.0,study,target,False,Filler-3179,,,3,study
111,C4_S30,4.0,study,target,False,Filler-1574,,,3,study
112,C4_S22,4.0,study,target,False,Filler-2186,,,3,study
113,C4_S11,4.0,study,target,False,Filler-1239,,,3,study
114,C4_S16,4.0,study,target,False,Filler-4181,,,3,study
115,C4_S20,4.0,study,target,False,Target-752,,,3,study
116,C4_S14,4.0,study,target,False,Target-291,,,3,study
117,C4_S23,4.0,study,target,False,Filler-6837,,,3,study
118,C4_S24,4.0,study,target,False,Filler-7563,,,3,study
119,C4_S29,4.0,study,target,False,Filler-1204,,,3,study
120,C4_S25,4.0,study,target,False,Target-239,,,3,study
121,C4_S27,4.0,study,target,False,Target-1167,,,3,study
122,C4_S19,4.0,study,target,False,Filler-5694,,,3,study
123,C4_S26,4.0,study,target,False,Filler-7921,,,3,study
124,C4_S15,4.0,study,target,False,Filler-7467,,,3,study
125,C4_S18,4.0,study,target,False,Filler-1848,,,3,study
