trial_num,image_label,category,type,image_type,has_question,Image_Index,Image_Name,Filler_Index,Block,Part
1,C1_S8,1.0,study,target,False,Filler-4579,,,2,study
2,C1_S9,1.0,study,target,False,Filler-426,,,2,study
3,C1_S7,1.0,study,target,False,Filler-755,,,2,study
4,C1_S14,1.0,study,target,False,Filler-2217,,,2,study
5,C1_S12,1.0,study,target,False,Filler-409,,,2,study
6,C1_S6,1.0,study,target,False,Filler-6044,,,2,study
7,C1_S2,1.0,study,target,False,Filler-6577,,,2,study
8,C1_S11,1.0,study,target,False,Filler-4621,,,2,study
9,C1_S1,1.0,study,target,False,Target-1019,,,2,study
10,C1_S4,1.0,study,target,False,Filler-7963,,,2,study
11,C1_S5,1.0,study,target,False,Filler-5184,,,2,study
12,C1_S20,1.0,study,target,False,Filler-376,,,2,study
13,C1_S10,1.0,study,target,False,Target-1988,,,2,study
14,C1_S15,1.0,study,target,False,Filler-5507,,,2,study
15,C1_S16,1.0,study,target,False,Filler-599,,,2,study
16,C1_S17,1.0,study,target,False,Filler-4507,,,2,study
17,C1_S19,1.0,study,target,False,Filler-3739,,,2,study
18,C1_S18,1.0,study,target,False,Target-1673,,,2,study
19,C1_S3,1.0,study,target,False,Filler-1491,,,2,study
20,C1_S13,1.0,study,target,False,Target-782,,,2,study
21,F1,,study,filler,True,fillers_images/nonhuman8.jpg,nonhuman8.jpg,1.0,2,study
22,C2_S2,2.0,study,target,False,Target-452,,,2,study
23,C1_S29,1.0,study,target,False,Filler-1354,,,2,study
24,C1_S24,1.0,study,target,False,Target-340,,,2,study
25,C1_S28,1.0,study,target,False,Filler-561,,,2,study
26,C1_S26,1.0,study,target,False,Filler-1539,,,2,study
27,C2_S4,2.0,study,target,False,Filler-2667,,,2,study
28,C1_S21,1.0,study,target,False,Filler-2368,,,2,study
29,C2_S5,2.0,study,target,False,Filler-4855,,,2,study
30,C1_S23,1.0,study,target,False,Filler-1080,,,2,study
31,C2_S9,2.0,study,target,False,Filler-1929,,,2,study
32,C2_S8,2.0,study,target,False,Filler-756,,,2,study
33,C1_S25,1.0,study,target,False,Filler-3235,,,2,study
34,C2_S10,2.0,study,target,False,Filler-6730,,,2,study
35,C1_S30,1.0,study,target,False,Target-8,,,2,study
36,C2_S6,2.0,study,target,False,Filler-1255,,,2,study
37,C1_S22,1.0,study,target,False,Target-902,,,2,study
38,C2_S1,2.0,study,target,False,Filler-5836,,,2,study
39,C1_S27,1.0,study,target,False,Filler-3034,,,2,study
40,C2_S7,2.0,study,target,False,Filler-3308,,,2,study
41,C2_S3,2.0,study,target,False,Filler-1862,,,2,study
42,F2,,study,filler,True,fillers_images/nonhuman1.jpg,nonhuman1.jpg,2.0,2,study
43,C2_S14,2.0,study,target,False,Filler-3049,,,2,study
44,C2_S18,2.0,study,target,False,Filler-1625,,,2,study
45,C2_S16,2.0,study,target,False,Target-2103,,,2,study
46,C2_S23,2.0,study,target,False,Filler-7468,,,2,study
47,C2_S27,2.0,study,target,False,Filler-218,,,2,study
48,C2_S28,2.0,study,target,False,Filler-1569,,,2,study
49,C2_S24,2.0,study,target,False,Filler-3636,,,2,study
50,C2_S13,2.0,study,target,False,Filler-5137,,,2,study
51,C2_S20,2.0,study,target,False,Filler-5445,,,2,study
52,C2_S12,2.0,study,target,False,Target-675,,,2,study
53,C2_S19,2.0,study,target,False,Filler-3950,,,2,study
54,C2_S21,2.0,study,target,False,Filler-7418,,,2,study
55,C2_S11,2.0,study,target,False,Filler-7632,,,2,study
56,C2_S25,2.0,study,target,False,Filler-5831,,,2,study
57,C2_S30,2.0,study,target,False,Filler-3170,,,2,study
58,C2_S15,2.0,study,target,False,Filler-2945,,,2,study
59,C2_S26,2.0,study,target,False,Target-100,,,2,study
60,C2_S17,2.0,study,target,False,Filler-5058,,,2,study
61,C2_S22,2.0,study,target,False,Filler-2084,,,2,study
62,C2_S29,2.0,study,target,False,Target-2079,,,2,study
63,F3,,study,filler,True,fillers_images/nonhuman9.jpg,nonhuman9.jpg,3.0,2,study
64,C3_S3,3.0,study,target,False,Filler-862,,,2,study
65,C3_S15,3.0,study,target,False,Target-1876,,,2,study
66,C3_S2,3.0,study,target,False,Target-1991,,,2,study
67,C3_S18,3.0,study,target,False,Filler-7007,,,2,study
68,C3_S13,3.0,study,target,False,Filler-4299,,,2,study
69,C3_S7,3.0,study,target,False,Filler-2643,,,2,study
70,C3_S9,3.0,study,target,False,Target-725,,,2,study
71,C3_S4,3.0,study,target,False,Filler-3717,,,2,study
