trial_num,image_label,category,type,image_type,has_question,Image_Index,Image_Name,Filler_Index,Block,Part
1,C1_S20,1.0,study,target,False,Filler-6214,,,3,study
2,C1_S6,1.0,study,target,False,Filler-1161,,,3,study
3,C1_S5,1.0,study,target,False,Target-332,,,3,study
4,C1_S10,1.0,study,target,False,Target-3,,,3,study
5,C1_S19,1.0,study,target,False,Filler-3184,,,3,study
6,C1_S4,1.0,study,target,False,Target-2048,,,3,study
7,C1_S16,1.0,study,target,False,Filler-561,,,3,study
8,C1_S13,1.0,study,target,False,Filler-5543,,,3,study
9,C1_S17,1.0,study,target,False,Filler-2584,,,3,study
10,C1_S1,1.0,study,target,False,Filler-1354,,,3,study
11,C1_S3,1.0,study,target,False,Filler-1113,,,3,study
12,C1_S14,1.0,study,target,False,Filler-4558,,,3,study
13,C1_S8,1.0,study,target,False,Target-570,,,3,study
14,C1_S15,1.0,study,target,False,Target-1436,,,3,study
15,C1_S18,1.0,study,target,False,Filler-5855,,,3,study
16,C1_S12,1.0,study,target,False,Filler-4584,,,3,study
17,C1_S9,1.0,study,target,False,Filler-5430,,,3,study
18,C1_S11,1.0,study,target,False,Filler-406,,,3,study
19,C1_S7,1.0,study,target,False,Filler-1599,,,3,study
20,C1_S2,1.0,study,target,False,Filler-2076,,,3,study
21,F1,,study,filler,True,fillers_images/nonhuman13.jpg,nonhuman13.jpg,1.0,3,study
22,C1_S29,1.0,study,target,False,Target-1604,,,3,study
23,C2_S6,2.0,study,target,False,Target-1706,,,3,study
24,C1_S24,1.0,study,target,False,Filler-1828,,,3,study
25,C2_S7,2.0,study,target,False,Filler-2576,,,3,study
26,C1_S25,1.0,study,target,False,Filler-2340,,,3,study
27,C2_S10,2.0,study,target,False,Filler-1625,,,3,study
28,C2_S5,2.0,study,target,False,Filler-7468,,,3,study
29,C2_S9,2.0,study,target,False,Filler-7187,,,3,study
30,C2_S8,2.0,study,target,False,Filler-7194,,,3,study
31,C2_S4,2.0,study,target,False,Filler-5666,,,3,study
32,C2_S2,2.0,study,target,False,Filler-1958,,,3,study
33,C2_S1,2.0,study,target,False,Filler-6343,,,3,study
34,C2_S3,2.0,study,target,False,Filler-7591,,,3,study
35,C1_S26,1.0,study,target,False,Filler-4728,,,3,study
36,C1_S22,1.0,study,target,False,Filler-1080,,,3,study
37,C1_S21,1.0,study,target,False,Target-1165,,,3,study
38,C1_S30,1.0,study,target,False,Target-202,,,3,study
39,C1_S23,1.0,study,target,False,Filler-4743,,,3,study
40,C1_S28,1.0,study,target,False,Target-1235,,,3,study
41,C1_S27,1.0,study,target,False,Filler-6054,,,3,study
42,F2,,study,filler,True,fillers_images/nonhuman15.jpg,nonhuman15.jpg,2.0,3,study
43,C2_S15,2.0,study,target,False,Filler-6605,,,3,study
44,C2_S21,2.0,study,target,False,Filler-1886,,,3,study
45,C2_S12,2.0,study,target,False,Filler-6958,,,3,study
46,C2_S29,2.0,study,target,False,Target-576,,,3,study
47,C2_S30,2.0,study,target,False,Filler-4816,,,3,study
48,C2_S11,2.0,study,target,False,Filler-1943,,,3,study
