trial_num,image_label,category,type,image_type,has_question,Image_Index,Image_Name,Filler_Index,Block,Part
1,C1_S6,1.0,study,target,False,Target-1395,,,3,study
2,C1_S8,1.0,study,target,False,Target-1436,,,3,study
3,C1_S16,1.0,study,target,False,Filler-4836,,,3,study
4,C1_S14,1.0,study,target,False,Target-985,,,3,study
5,C1_S10,1.0,study,target,False,Target-113,,,3,study
6,C1_S20,1.0,study,target,False,Filler-3500,,,3,study
7,C1_S4,1.0,study,target,False,Target-1216,,,3,study
8,C1_S1,1.0,study,target,False,Filler-5855,,,3,study
9,C1_S9,1.0,study,target,False,Filler-4558,,,3,study
10,C1_S7,1.0,study,target,False,Filler-3449,,,3,study
11,C1_S11,1.0,study,target,False,Filler-395,,,3,study
12,C1_S15,1.0,study,target,False,Target-1673,,,3,study
13,C1_S17,1.0,study,target,False,Target-667,,,3,study
14,C1_S3,1.0,study,target,False,Filler-4631,,,3,study
15,C1_S19,1.0,study,target,False,Target-479,,,3,study
16,C1_S12,1.0,study,target,False,Target-1529,,,3,study
17,C1_S5,1.0,study,target,False,Filler-2942,,,3,study
18,C1_S18,1.0,study,target,False,Target-771,,,3,study
19,C1_S13,1.0,study,target,False,Target-16,,,3,study
20,C1_S2,1.0,study,target,False,Filler-5113,,,3,study
21,F1,,study,filler,True,fillers_images/nonhuman13.jpg,nonhuman13.jpg,1.0,3,study
22,C2_S5,2.0,study,target,False,Filler-2013,,,3,study
23,C2_S1,2.0,study,target,False,Filler-6983,,,3,study
24,C2_S9,2.0,study,target,False,Target-1255,,,3,study
25,C1_S27,1.0,study,target,False,Target-1458,,,3,study
26,C1_S28,1.0,study,target,False,Filler-15,,,3,study
27,C2_S2,2.0,study,target,False,Filler-2146,,,3,study
28,C1_S30,1.0,study,target,False,Filler-6752,,,3,study
29,C1_S22,1.0,study,target,False,Filler-1473,,,3,study
30,C1_S26,1.0,study,target,False,Filler-1589,,,3,study
31,C2_S10,2.0,study,target,False,Filler-1900,,,3,study
32,C2_S4,2.0,study,target,False,Filler-4697,,,3,study
33,C1_S25,1.0,study,target,False,Target-2130,,,3,study
34,C2_S8,2.0,study,target,False,Filler-6553,,,3,study
35,C2_S7,2.0,study,target,False,Filler-7591,,,3,study
36,C2_S3,2.0,study,target,False,Filler-1455,,,3,study
37,C1_S21,1.0,study,target,False,Target-549,,,3,study
38,C2_S6,2.0,study,target,False,Filler-6381,,,3,study
39,C1_S24,1.0,study,target,False,Target-902,,,3,study
40,C1_S29,1.0,study,target,False,Filler-484,,,3,study
41,C1_S23,1.0,study,target,False,Filler-2079,,,3,study
